CustomerID,Age,TenureMonths,MonthlyCharge,SupportCalls,ContractType,HasInternetService,SatisfactionScore,Churn
CUST1459,50,39,100.26,2,Month-to-Month,1,7.6,0
CUST1460,25,15,65.82,1,Month-to-Month,1,6.2,0
CUST1461,61,4,68.3,1,Month-to-Month,1,3.4,0
CUST1462,61,25,33.35,4,One Year,1,7.8,0
CUST1463,22,13,28.06,5,Two Year,1,3.1,0
CUST1464,56,33,92.79,1,One Year,0,6.7,0
CUST1465,21,16,69.65,3,Two Year,0,4.4,0
CUST1466,23,42,63.69,2,Month-to-Month,1,5.3,1
CUST1467,62,66,92.95,1,One Year,1,7.0,0
CUST1468,49,55,96.55,2,Month-to-Month,1,7.0,0
CUST1469,69,42,35.89,1,Month-to-Month,0,8.7,0
CUST1470,47,34,81.02,2,Month-to-Month,1,5.8,0
CUST1471,64,30,33.54,1,One Year,1,6.6,0
CUST1472,52,13,95.14,0,One Year,1,5.1,0
CUST1473,57,13,85.7,2,One Year,1,6.4,0
CUST1474,69,18,115.66,1,Month-to-Month,1,6.9,0
CUST1475,33,32,26.9,2,Month-to-Month,1,5.8,1
CUST1476,30,39,25.71,3,One Year,0,2.4,0
CUST1477,67,46,48.22,0,Month-to-Month,0,6.7,0
CUST1478,59,29,46.17,0,Two Year,1,6.7,0
CUST1479,47,62,44.7,2,One Year,1,4.6,0
CUST1480,36,62,110.63,1,Month-to-Month,1,3.4,0
CUST1481,34,57,44.95,2,Two Year,1,9.0,0
CUST1482,36,16,47.19,3,One Year,1,7.0,0
CUST1483,45,56,95.94,2,Month-to-Month,0,5.5,0
CUST1484,43,10,64.97,3,One Year,1,3.7,0
CUST1485,54,30,97.67,3,Month-to-Month,1,4.4,1
CUST1486,43,25,26.54,3,Two Year,1,8.6,0
CUST1487,40,5,68.76,2,Two Year,1,6.3,0
CUST1488,26,65,23.36,0,Two Year,1,4.9,0
CUST1489,29,49,26.27,2,One Year,0,7.0,0
CUST1490,18,3,110.64,2,Month-to-Month,1,4.4,1
CUST1491,18,45,33.92,2,One Year,1,9.0,0
CUST1492,64,14,73.24,3,Month-to-Month,1,8.7,1
CUST1493,51,30,61.11,1,One Year,0,5.1,0
CUST1494,49,68,54.73,2,One Year,1,4.7,0
CUST1495,65,18,109.98,0,Month-to-Month,1,1.0,0
CUST1496,42,62,22.18,0,Month-to-Month,1,3.0,1
CUST1497,57,37,86.38,2,Two Year,1,3.3,0
CUST1498,62,25,116.34,3,Two Year,1,6.3,0
CUST1499,18,48,76.02,1,Month-to-Month,1,5.3,0
CUST1500,33,65,113.68,1,Month-to-Month,1,3.3,0
CUST1501,56,53,25.23,4,Month-to-Month,1,5.4,1
CUST1502,22,15,61.88,1,Two Year,0,7.0,0
CUST1503,39,49,46.02,2,Month-to-Month,1,7.1,0
CUST1504,46,68,93.08,0,One Year,1,2.2,0
CUST1505,20,12,118.13,4,Month-to-Month,0,5.7,1
CUST1506,29,59,45.65,3,One Year,1,3.2,0
CUST1507,43,37,85.42,2,Month-to-Month,1,7.8,0
CUST1508,33,61,39.81,2,One Year,1,7.6,0
CUST1509,68,43,76.53,3,Month-to-Month,1,4.2,0
CUST1510,54,70,66.39,3,One Year,1,4.5,0
CUST1511,39,39,117.2,1,Month-to-Month,1,5.1,0
CUST1512,46,56,80.85,3,One Year,1,1.5,0
CUST1513,31,63,54.95,3,Two Year,1,6.7,0
CUST1514,45,46,31.41,0,Month-to-Month,1,5.5,0
CUST1515,22,11,35.12,4,Two Year,1,7.9,0
CUST1516,64,62,42.53,4,One Year,1,3.8,0
CUST1517,66,25,45.1,2,Month-to-Month,1,4.8,0
CUST1518,47,71,105.06,2,Month-to-Month,1,3.0,0
CUST1519,63,52,76.12,2,Month-to-Month,0,4.0,1
CUST1520,69,4,72.34,0,One Year,1,3.6,0
CUST1521,22,59,31.48,2,One Year,1,8.0,0
CUST1522,29,20,106.01,2,Month-to-Month,1,4.6,0
CUST1523,33,63,92.28,3,One Year,0,6.2,0
CUST1524,43,54,26.77,0,Two Year,1,5.2,0
CUST1525,43,57,90.78,1,Two Year,1,3.5,0
CUST1526,65,41,74.35,3,One Year,1,5.7,0
CUST1527,38,3,28.17,3,Two Year,1,7.2,0
CUST1528,56,6,65.83,4,One Year,1,3.6,0
CUST1529,53,5,68.47,0,Month-to-Month,1,7.6,0
CUST1530,50,5,36.58,3,Two Year,1,4.3,0
CUST1531,47,54,114.57,1,Month-to-Month,0,5.0,1
CUST1532,54,47,105.0,2,Month-to-Month,1,7.1,0
CUST1533,40,49,86.9,5,Month-to-Month,1,4.7,1
CUST1534,27,9,66.23,0,Two Year,1,6.1,0
CUST1535,22,20,61.18,1,Two Year,1,5.4,0
CUST1536,53,61,85.1,3,Month-to-Month,1,6.3,1
CUST1537,51,35,74.54,3,Month-to-Month,1,1.2,0
CUST1538,69,50,26.23,1,Month-to-Month,1,2.3,0
CUST1539,48,62,71.25,0,One Year,1,7.2,1
CUST1540,27,17,100.64,3,Month-to-Month,0,8.1,1
CUST1541,36,3,65.92,3,One Year,1,4.2,1
CUST1542,49,32,25.2,0,Month-to-Month,0,5.5,0
CUST1543,18,13,98.63,2,Month-to-Month,1,6.6,1
CUST1544,22,68,40.14,0,Month-to-Month,0,7.4,0
CUST1545,62,14,45.86,4,Month-to-Month,0,1.9,1
CUST1546,21,11,36.47,0,Two Year,1,4.2,0
CUST1547,33,56,53.02,2,Month-to-Month,1,5.3,0
CUST1548,41,67,95.68,1,Month-to-Month,1,7.4,0
CUST1549,33,29,71.94,0,Month-to-Month,0,10.0,0
CUST1550,19,9,40.49,1,Month-to-Month,1,5.5,1
CUST1551,66,67,107.78,2,Month-to-Month,0,3.2,0
CUST1552,45,25,107.96,5,Month-to-Month,1,6.8,0
CUST1553,49,42,107.06,1,One Year,1,8.6,0
CUST1554,44,9,43.88,3,One Year,1,6.2,0
CUST1555,37,40,65.12,1,Month-to-Month,1,4.2,1
CUST1556,41,25,118.5,5,Month-to-Month,1,7.9,0
CUST1557,29,5,97.2,2,Two Year,1,7.3,0
CUST1558,67,11,22.72,0,Month-to-Month,1,3.9,0
CUST1559,52,59,26.52,1,Month-to-Month,1,6.8,0
CUST1560,50,38,66.39,2,Month-to-Month,1,8.0,0
CUST1561,50,5,110.92,0,Month-to-Month,0,8.4,0
CUST1562,68,48,73.87,1,One Year,1,5.9,0
CUST1563,60,18,69.78,3,Month-to-Month,1,5.3,1
CUST1564,54,70,30.55,0,One Year,1,8.5,0
CUST1565,29,37,85.68,0,Month-to-Month,0,3.6,0
CUST1566,20,60,102.21,2,Month-to-Month,0,6.9,0
CUST1567,18,48,58.04,2,One Year,1,3.3,1
CUST1568,50,28,97.56,2,Month-to-Month,1,8.1,0
CUST1569,57,69,116.45,4,One Year,0,5.5,0
CUST1570,27,40,40.38,3,Month-to-Month,1,8.5,0
CUST1571,60,45,72.33,1,One Year,1,7.0,0
CUST1572,61,62,48.71,3,Month-to-Month,1,3.6,1
CUST1573,46,58,99.29,1,Two Year,0,8.8,0
CUST1574,30,67,77.76,3,Month-to-Month,1,9.1,0
CUST1575,29,56,83.46,3,Two Year,1,7.8,0
CUST1576,48,40,99.79,2,Month-to-Month,0,4.5,0
CUST1577,63,40,59.6,3,One Year,1,5.4,0
CUST1578,19,33,111.51,2,Month-to-Month,1,6.3,0
CUST1579,68,6,73.3,3,Two Year,1,4.6,0
CUST1580,67,19,35.8,1,Month-to-Month,1,9.4,1
CUST1581,52,40,89.59,3,Month-to-Month,0,6.3,0
CUST1582,40,59,99.33,2,Month-to-Month,0,1.0,1
CUST1583,34,59,51.68,4,Month-to-Month,1,6.7,0
CUST1584,43,48,105.72,3,Month-to-Month,1,5.3,1
CUST1585,25,41,110.61,1,Two Year,1,5.9,1
CUST1586,46,13,47.69,1,Two Year,1,5.3,0
CUST1587,43,45,118.35,2,Month-to-Month,1,7.6,0
CUST1588,27,53,34.07,4,Two Year,1,8.2,0
CUST1589,43,42,40.2,2,One Year,0,6.6,0
CUST1590,51,63,38.42,3,Month-to-Month,1,5.3,0
CUST1591,68,27,109.4,1,One Year,1,5.9,0
CUST1592,58,38,85.43,2,One Year,1,6.0,0
CUST1593,24,60,35.21,4,Two Year,0,4.4,0
CUST1594,21,7,64.03,4,Month-to-Month,1,7.2,1
CUST1595,67,5,81.53,1,One Year,1,6.9,0
CUST1596,62,45,28.35,3,Month-to-Month,1,9.1,0
CUST1597,28,58,108.24,0,Month-to-Month,0,8.5,0
CUST1598,46,31,100.36,2,Month-to-Month,1,4.6,0
CUST1599,53,23,70.52,5,Two Year,1,7.6,0
CUST1600,42,42,116.71,1,Two Year,1,4.1,0
CUST1601,38,10,61.78,2,One Year,1,7.4,0
CUST1602,53,32,118.41,2,One Year,0,5.0,0
CUST1603,27,53,86.79,0,Month-to-Month,1,4.0,0
CUST1604,54,30,83.47,3,Month-to-Month,1,6.6,0
CUST1605,26,39,36.6,1,Month-to-Month,1,1.0,0
CUST1606,41,31,108.19,4,Month-to-Month,1,2.5,0
CUST1607,52,2,62.75,5,One Year,1,5.6,0
CUST1608,66,12,36.22,3,One Year,1,6.2,0
CUST1609,52,39,21.26,2,Month-to-Month,0,5.3,0
CUST1610,65,66,75.98,0,Month-to-Month,1,2.8,0
CUST1611,53,13,72.74,3,Month-to-Month,1,4.4,0
CUST1612,35,46,91.94,1,Month-to-Month,1,6.8,0
CUST1613,66,27,109.03,1,Two Year,1,7.2,0
CUST1614,56,17,27.94,1,One Year,1,6.0,0
CUST1615,49,60,93.15,1,Two Year,0,8.3,0
CUST1616,41,64,38.74,2,Month-to-Month,1,6.8,0
CUST1617,40,35,105.82,2,Month-to-Month,0,4.5,0
CUST1618,49,70,101.91,1,Month-to-Month,1,5.4,1
CUST1619,54,30,74.08,0,Two Year,1,3.2,0
CUST1620,29,71,91.02,5,One Year,1,5.8,0
CUST1621,66,63,51.44,0,Month-to-Month,1,8.2,0
CUST1622,30,28,67.12,0,One Year,1,7.4,0
CUST1623,40,60,102.16,1,Month-to-Month,1,8.8,0
CUST1624,42,37,65.93,1,One Year,1,5.4,0
CUST1625,52,22,55.78,3,Two Year,1,8.7,0
CUST1626,58,68,69.42,1,One Year,1,5.6,0
CUST1627,47,20,102.82,0,One Year,0,8.9,0
CUST1628,34,68,53.52,1,Month-to-Month,1,6.0,0
CUST1629,66,64,37.38,4,Month-to-Month,1,7.4,0
CUST1630,37,17,91.2,2,Month-to-Month,1,9.0,0
CUST1631,65,12,102.6,0,Month-to-Month,1,5.6,0
CUST1632,42,22,30.06,3,One Year,1,6.4,0
CUST1633,39,17,43.99,1,One Year,1,8.6,0
CUST1634,30,10,34.2,1,Month-to-Month,1,5.7,0
CUST1635,36,65,54.79,0,Two Year,1,3.4,0
CUST1636,66,22,65.04,3,Month-to-Month,1,10.0,0
CUST1637,53,50,94.88,1,Month-to-Month,1,5.1,0
CUST1638,29,14,85.11,0,Month-to-Month,1,6.3,0
CUST1639,58,64,82.09,2,Month-to-Month,1,8.3,0
CUST1640,36,47,55.24,3,Month-to-Month,1,4.8,1
CUST1641,29,29,104.14,1,Month-to-Month,0,4.0,1
CUST1642,26,36,67.13,5,Month-to-Month,1,6.5,1
CUST1643,24,52,117.91,3,Two Year,1,2.4,0
CUST1644,45,7,83.41,3,Month-to-Month,1,5.4,0
CUST1645,31,29,32.63,4,Month-to-Month,1,6.5,1
CUST1646,48,11,87.62,1,Month-to-Month,1,5.5,0
CUST1647,69,33,52.51,2,One Year,1,2.9,0
CUST1648,36,6,88.63,2,Month-to-Month,1,9.2,1
CUST1649,64,32,26.96,2,Two Year,1,6.2,0
CUST1650,33,51,37.49,2,One Year,0,8.9,0
CUST1651,22,58,105.57,3,One Year,1,5.5,0
CUST1652,52,26,42.72,3,One Year,1,4.2,0
CUST1653,29,46,103.7,2,Month-to-Month,1,6.5,0
CUST1654,42,29,47.93,3,Month-to-Month,1,5.6,1
CUST1655,69,4,84.29,1,Month-to-Month,1,3.6,0
CUST1656,38,13,89.42,3,One Year,1,8.9,0
CUST1657,53,39,71.27,5,Month-to-Month,1,4.8,1
CUST1658,40,15,50.53,0,Month-to-Month,1,2.3,1
CUST1659,33,29,41.26,1,Two Year,1,8.7,0
CUST1660,56,29,23.32,2,Month-to-Month,1,5.0,1
CUST1661,62,32,50.39,0,Two Year,1,4.8,0
CUST1662,59,2,85.32,2,One Year,1,2.5,0
CUST1663,56,47,113.83,0,Month-to-Month,1,9.5,0
CUST1664,31,22,107.12,2,Month-to-Month,1,3.4,0
CUST1665,48,27,96.61,1,Month-to-Month,1,6.1,0
CUST1666,22,67,98.84,3,One Year,1,7.8,0
CUST1667,52,56,86.5,2,One Year,1,6.8,0
CUST1668,40,21,46.03,5,One Year,1,5.9,1
CUST1669,46,47,110.72,3,Two Year,0,2.6,0
CUST1670,60,59,87.07,1,One Year,1,4.4,1
CUST1671,28,6,76.04,1,Month-to-Month,1,6.4,1
CUST1672,35,19,31.1,3,Month-to-Month,0,4.4,0
CUST1673,64,57,64.71,0,Two Year,1,6.4,0
CUST1674,29,69,66.04,0,Month-to-Month,1,7.4,0
CUST1675,26,3,106.46,1,Month-to-Month,1,7.9,0
CUST1676,27,1,74.66,1,One Year,1,3.5,0
CUST1677,61,58,58.04,2,Month-to-Month,0,10.0,0
CUST1678,34,38,117.68,4,Two Year,1,7.5,0
CUST1679,55,15,31.07,2,One Year,0,6.0,0
CUST1680,24,34,62.25,6,Month-to-Month,1,8.2,1
CUST1681,63,61,24.2,1,Two Year,0,10.0,0
CUST1682,30,35,93.99,2,Month-to-Month,1,3.1,0
CUST1683,57,64,111.81,1,Month-to-Month,1,5.5,0
CUST1684,59,25,48.0,3,Month-to-Month,1,1.2,1
CUST1685,26,24,105.83,3,Month-to-Month,1,6.4,0
CUST1686,67,12,49.22,2,Month-to-Month,1,6.7,0
CUST1687,44,18,111.08,4,Month-to-Month,0,5.9,1
CUST1688,19,15,95.4,2,Month-to-Month,1,4.7,1
CUST1689,22,27,100.49,3,Month-to-Month,1,1.9,1
CUST1690,46,60,21.8,2,One Year,0,6.7,0
CUST1691,54,46,116.28,2,Two Year,1,8.9,0
CUST1692,55,17,92.67,1,Month-to-Month,1,4.8,1
CUST1693,36,53,50.48,3,Month-to-Month,1,6.9,0
CUST1694,25,8,102.94,3,Month-to-Month,1,2.9,1
CUST1695,65,27,48.15,2,Month-to-Month,1,6.9,0
CUST1696,62,46,107.28,0,One Year,1,5.2,0
CUST1697,18,50,31.26,1,One Year,1,4.5,0
CUST1698,39,71,90.37,1,Month-to-Month,0,4.5,0
CUST1699,69,3,74.07,5,Month-to-Month,1,5.2,1
CUST1700,34,64,29.65,1,Month-to-Month,1,6.8,0
CUST1701,24,44,44.19,3,One Year,1,3.4,0
CUST1702,42,53,21.24,2,Month-to-Month,1,5.2,0
CUST1703,62,24,66.88,3,Two Year,0,5.9,0
CUST1704,21,60,50.13,4,One Year,1,3.8,0
CUST1705,53,3,79.84,3,Month-to-Month,1,9.6,0
CUST1706,23,20,49.72,3,One Year,0,4.3,0
CUST1707,48,46,49.99,2,Two Year,1,4.7,0
CUST1708,36,15,94.32,3,One Year,0,4.0,0
CUST1709,61,25,24.81,2,Month-to-Month,1,9.6,0
CUST1710,56,71,110.29,2,Month-to-Month,1,7.1,0
CUST1711,44,17,105.23,5,Two Year,1,4.1,0
CUST1712,27,9,86.78,4,One Year,1,8.2,0
CUST1713,43,38,79.32,1,One Year,1,6.4,0
CUST1714,36,48,109.23,2,Two Year,1,6.5,0
CUST1715,56,60,38.53,3,Two Year,1,5.3,0
CUST1716,20,63,27.9,2,Two Year,1,4.5,0
CUST1717,62,2,43.95,2,Month-to-Month,1,6.7,0
CUST1718,30,11,99.46,0,One Year,0,4.9,0
CUST1719,67,64,23.47,3,One Year,1,9.6,0
CUST1720,45,21,78.28,2,One Year,1,3.5,1
CUST1721,37,18,119.54,3,One Year,0,9.1,0
CUST1722,45,64,105.57,2,Month-to-Month,1,5.8,1
CUST1723,25,38,72.14,3,One Year,1,6.6,1
CUST1724,58,32,26.36,2,One Year,0,7.7,0
CUST1725,56,11,103.14,2,Month-to-Month,1,4.7,1
CUST1726,18,45,79.9,2,Month-to-Month,1,7.7,0
CUST1727,20,33,31.49,3,Month-to-Month,1,1.0,0
CUST1728,30,41,29.39,2,Month-to-Month,1,4.6,0
CUST1729,45,8,110.96,1,Month-to-Month,1,4.2,0
CUST1730,66,11,86.92,1,Month-to-Month,1,3.5,1
CUST1731,42,51,102.93,3,One Year,1,5.6,0
CUST1732,50,41,107.9,0,One Year,0,6.8,0
CUST1733,55,17,77.18,0,One Year,0,7.4,0
CUST1734,23,46,71.74,3,Two Year,1,6.5,0
CUST1735,61,32,63.04,2,Month-to-Month,1,4.7,0
CUST1736,62,54,51.69,2,Month-to-Month,1,6.7,0
CUST1737,49,20,63.46,0,Two Year,0,6.2,0
CUST1738,62,33,97.39,2,Month-to-Month,1,7.9,0
CUST1739,64,40,80.19,1,Two Year,0,7.6,0
CUST1740,38,32,109.25,2,Two Year,1,6.1,0
CUST1741,33,2,64.34,3,One Year,0,4.2,0
CUST1742,38,33,80.71,1,Two Year,0,4.7,0
CUST1743,28,30,83.13,5,Month-to-Month,1,4.9,0
CUST1744,54,33,79.17,1,Month-to-Month,1,5.4,0
CUST1745,53,26,90.26,2,One Year,1,6.5,1
CUST1746,52,22,43.74,2,Month-to-Month,1,7.4,0
CUST1747,36,66,71.24,1,Two Year,1,5.9,0
CUST1748,37,38,30.42,3,Month-to-Month,1,6.0,1
CUST1749,35,46,58.45,1,One Year,0,6.3,0
CUST1750,64,15,68.77,1,One Year,1,5.0,0
CUST1751,58,44,85.22,1,One Year,1,4.1,0
CUST1752,66,49,115.05,1,Month-to-Month,1,2.5,1
CUST1753,31,61,80.07,4,Month-to-Month,0,4.6,0
CUST1754,32,67,94.36,0,Two Year,1,6.9,0
CUST1755,48,6,70.63,1,Month-to-Month,1,4.6,0
CUST1756,18,9,83.41,1,Two Year,1,5.5,0
CUST1757,20,6,27.09,1,One Year,0,6.9,0
CUST1758,33,32,45.44,1,One Year,0,7.0,0
CUST1759,40,41,56.19,1,One Year,1,3.8,0
CUST1760,28,8,67.25,0,Month-to-Month,1,8.0,0
CUST1761,29,50,24.56,3,One Year,1,8.3,0
CUST1762,27,62,34.0,0,Two Year,1,3.7,0
CUST1763,49,62,47.68,3,Month-to-Month,1,4.4,1
CUST1764,33,7,117.15,1,Two Year,1,8.4,0
CUST1765,25,4,53.13,6,Month-to-Month,1,5.7,1
CUST1766,55,6,68.2,1,Month-to-Month,1,1.6,0
CUST1767,29,58,39.61,2,Month-to-Month,0,3.2,0
CUST1768,41,22,81.08,1,Two Year,0,5.5,0
CUST1769,45,26,48.07,1,Month-to-Month,1,3.7,0
CUST1770,25,3,40.7,4,Two Year,0,5.2,0
CUST1771,45,41,71.66,1,Two Year,1,6.1,0
CUST1772,53,60,20.55,2,Month-to-Month,0,8.9,0
CUST1773,43,14,20.77,3,Month-to-Month,1,5.4,0
CUST1774,25,12,41.91,0,One Year,1,8.1,0
CUST1775,67,12,23.67,1,Month-to-Month,1,8.9,0
CUST1776,45,13,30.8,1,One Year,0,8.9,0
CUST1777,45,25,53.89,1,Month-to-Month,1,6.6,0
CUST1778,54,45,100.26,3,Month-to-Month,1,2.1,0
CUST1779,58,19,77.2,1,One Year,1,6.9,0
CUST1780,53,55,71.27,2,Month-to-Month,0,8.1,0
CUST1781,44,45,49.35,3,Month-to-Month,1,5.8,0
CUST1782,34,8,113.18,1,Month-to-Month,1,9.5,0
CUST1783,26,53,59.7,2,Month-to-Month,1,7.7,1
CUST1784,50,55,28.71,3,One Year,1,7.1,0
CUST1785,37,32,81.71,1,Two Year,0,8.2,0
CUST1786,30,51,31.38,2,Month-to-Month,1,6.7,0
CUST1787,45,44,54.52,3,One Year,1,1.0,0
CUST1788,65,70,70.74,2,One Year,1,5.0,0
CUST1789,46,18,107.42,0,Month-to-Month,1,8.4,0
CUST1790,30,22,69.35,3,Month-to-Month,0,4.4,0
CUST1791,63,37,90.23,2,Two Year,1,5.6,0
CUST1792,52,56,119.28,2,One Year,0,3.9,0
CUST1793,23,59,33.15,0,One Year,1,9.6,0
CUST1794,35,3,47.47,1,One Year,1,9.4,0
CUST1795,68,28,59.46,0,Month-to-Month,1,4.2,1
CUST1796,22,35,62.18,1,One Year,1,6.3,0
CUST1797,64,61,61.1,1,One Year,1,4.6,0
CUST1798,42,54,110.76,2,One Year,1,7.2,0
CUST1799,19,63,91.4,3,Month-to-Month,1,7.0,1
CUST1800,27,7,80.79,3,Month-to-Month,0,7.6,1
CUST1801,47,49,50.94,2,Month-to-Month,0,6.7,0
CUST1802,67,31,102.38,2,Two Year,1,10.0,0
CUST1803,62,58,115.51,4,Month-to-Month,1,3.9,0
CUST1804,22,61,102.12,1,Month-to-Month,0,2.6,1
CUST1805,50,24,20.16,3,Month-to-Month,1,5.2,0
CUST1806,18,20,83.64,3,Month-to-Month,1,2.9,0
CUST1807,35,37,25.11,4,One Year,1,3.0,0
CUST1808,49,4,45.76,2,One Year,1,4.0,1
CUST1809,64,20,25.95,4,One Year,1,4.2,1
CUST1810,66,60,80.38,3,Month-to-Month,1,4.1,1
CUST1811,28,24,88.66,2,One Year,1,7.0,1
CUST1812,38,50,31.45,3,Month-to-Month,0,5.0,1
CUST1813,43,49,58.38,2,Month-to-Month,1,5.6,0
CUST1814,42,51,65.62,2,Month-to-Month,1,7.8,0
CUST1815,39,36,56.91,4,Month-to-Month,1,4.5,1
CUST1816,44,66,32.1,4,Month-to-Month,1,5.5,0
CUST1817,66,34,61.89,1,One Year,1,6.7,0
CUST1818,30,36,95.12,1,One Year,1,2.1,0
CUST1819,50,6,27.1,0,Two Year,1,1.2,0
CUST1820,51,39,28.02,3,Month-to-Month,1,6.7,0
CUST1821,58,42,55.48,1,Month-to-Month,1,7.0,1
CUST1822,52,58,114.17,6,Month-to-Month,1,10.0,0
CUST1823,18,12,86.86,1,Two Year,1,6.3,0
CUST1824,38,3,87.87,1,One Year,1,7.6,0
CUST1825,65,18,56.19,3,One Year,1,5.6,0
CUST1826,23,40,79.37,3,Month-to-Month,1,6.6,0
CUST1827,45,21,21.01,0,One Year,0,9.3,0
CUST1828,34,15,83.61,2,Month-to-Month,1,1.8,1
CUST1829,22,26,111.33,1,One Year,1,6.8,0
CUST1830,48,8,81.26,3,Two Year,0,10.0,0
CUST1831,22,42,107.37,1,Two Year,1,6.6,0
CUST1832,55,44,92.4,3,One Year,1,9.3,0
CUST1833,20,14,32.06,5,Month-to-Month,1,4.7,1
CUST1834,40,2,110.25,0,Two Year,0,5.9,0
CUST1835,54,37,26.64,1,One Year,1,6.1,0
CUST1836,54,69,73.4,2,Month-to-Month,1,1.6,1
CUST1837,27,38,34.21,1,Month-to-Month,1,3.7,0
CUST1838,27,41,21.17,5,Month-to-Month,1,3.8,1
CUST1839,36,62,62.2,1,Month-to-Month,1,7.6,0
CUST1840,34,60,49.5,3,Month-to-Month,1,7.7,1
CUST1841,38,14,68.6,2,One Year,1,6.6,0
CUST1842,31,2,77.72,2,Month-to-Month,1,7.6,0
CUST1843,26,70,24.37,0,Month-to-Month,1,5.7,0
CUST1844,63,17,32.3,2,One Year,0,8.4,0
CUST1845,18,28,75.86,2,Two Year,1,6.0,0
CUST1846,68,66,54.32,4,One Year,1,6.1,0
CUST1847,62,35,92.92,0,Month-to-Month,1,5.5,0
CUST1848,30,5,85.23,3,Two Year,0,7.4,0
CUST1849,21,65,104.56,3,Two Year,1,5.2,0
CUST1850,18,40,89.25,3,Month-to-Month,0,8.0,1
CUST1851,66,56,62.99,2,Month-to-Month,0,3.7,0
CUST1852,57,36,87.3,0,One Year,1,3.8,0
CUST1853,49,45,47.54,2,Two Year,1,7.4,0
CUST1854,51,23,50.63,2,Two Year,1,5.8,0
CUST1855,45,47,98.9,1,Two Year,0,5.1,0
CUST1856,48,31,64.64,0,One Year,1,7.8,0
CUST1857,25,11,99.84,0,One Year,0,4.8,0
CUST1858,56,10,102.24,1,Month-to-Month,1,5.6,0
CUST1859,43,67,105.76,0,Month-to-Month,1,8.8,0
CUST1860,51,14,111.66,2,Month-to-Month,1,9.1,0
CUST1861,20,10,63.1,1,One Year,1,9.1,0
CUST1862,67,1,51.89,3,One Year,0,5.4,0
CUST1863,29,5,78.22,1,One Year,1,8.5,0
CUST1864,18,20,57.12,1,Month-to-Month,1,4.1,0
CUST1865,61,8,80.11,6,One Year,1,4.2,1
CUST1866,22,43,90.56,3,Month-to-Month,1,1.3,1
CUST1867,47,1,88.84,1,Month-to-Month,0,9.3,0
CUST1868,47,57,57.46,1,One Year,1,4.3,0
CUST1869,34,64,36.69,4,One Year,1,5.7,0
CUST1870,65,28,63.05,3,Two Year,1,4.2,1
CUST1871,64,37,34.26,0,Month-to-Month,0,7.4,0
CUST1872,40,47,109.01,0,Month-to-Month,0,5.2,0
CUST1873,32,37,54.59,3,Month-to-Month,1,3.4,1
CUST1874,54,49,35.45,3,Month-to-Month,1,6.9,0
CUST1875,38,44,22.54,4,Two Year,1,3.1,0
CUST1876,31,56,84.58,2,One Year,0,4.3,0
CUST1877,19,28,83.69,1,Two Year,1,1.8,0
CUST1878,28,6,54.06,4,Month-to-Month,1,3.2,1
CUST1879,68,61,27.17,2,Two Year,1,6.4,0
CUST1880,56,20,60.96,1,Month-to-Month,1,2.1,0
CUST1881,55,2,51.12,2,Two Year,1,3.0,0
CUST1882,51,37,87.71,2,Month-to-Month,1,6.0,0
CUST1883,55,20,80.58,2,Month-to-Month,1,4.9,1
CUST1884,67,26,56.46,1,One Year,0,10.0,0
CUST1885,51,29,41.79,0,Two Year,1,9.7,0
CUST1886,35,1,118.8,3,Month-to-Month,1,4.3,1
CUST1887,47,35,65.4,4,Month-to-Month,1,7.1,1
CUST1888,32,70,88.83,6,Two Year,1,7.5,0
CUST1889,44,59,34.06,4,Month-to-Month,1,4.8,0
CUST1890,68,69,68.56,2,Month-to-Month,1,3.0,0
CUST1891,51,33,22.75,1,Month-to-Month,1,6.0,0
CUST1892,69,51,70.55,4,Month-to-Month,1,5.7,1
CUST1893,55,12,116.4,2,Two Year,0,5.1,0
CUST1894,50,20,58.42,3,One Year,0,6.9,0
CUST1895,41,53,23.9,2,One Year,1,4.5,0
CUST1896,32,43,23.1,3,Two Year,0,3.7,0
CUST1897,47,50,58.8,0,Month-to-Month,1,6.2,0
CUST1898,59,29,36.0,2,Month-to-Month,1,6.8,0
CUST1899,68,57,22.34,2,Month-to-Month,1,3.6,0
CUST1900,34,39,95.62,2,Month-to-Month,1,7.9,0
CUST1901,22,56,65.85,3,Month-to-Month,1,2.5,1
CUST1902,46,43,48.92,2,Two Year,0,4.8,0
CUST1903,21,50,110.01,2,One Year,1,5.5,0
CUST1904,27,23,31.61,3,Month-to-Month,1,4.7,0
CUST1905,34,44,115.59,5,One Year,1,4.9,1
CUST1906,27,38,51.4,3,One Year,1,9.7,0
CUST1907,34,23,108.84,0,Two Year,1,4.3,0
CUST1908,37,45,80.29,2,Two Year,0,10.0,0
CUST1909,41,52,102.67,3,One Year,1,6.9,0
CUST1910,22,50,118.4,2,One Year,0,6.2,0
CUST1911,51,8,48.84,3,One Year,1,7.0,0
CUST1912,23,1,116.11,2,One Year,1,10.0,0
CUST1913,19,8,58.95,0,Month-to-Month,1,4.0,0
CUST1914,30,29,58.55,2,Month-to-Month,1,3.8,1
CUST1915,60,5,54.04,1,One Year,0,4.5,0
CUST1916,60,47,74.14,2,Month-to-Month,1,6.1,1
CUST1917,65,34,35.41,2,Month-to-Month,0,2.5,1
CUST1918,28,65,75.37,4,One Year,0,6.0,0
CUST1919,68,55,74.17,0,Month-to-Month,1,9.4,1
